Fund_ID,Transaction_Date,Reporting_Quarter,Transaction_Type,investment_paid_in_usd,management_fees_usd,return_of_cost_distribution_usd,profit_distribution_usd,net_asset_value_usd,MOIC
12,2034-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,1840913.46,1.62
12,2034-07-01,3,Distribution,0.0,-13275.0,147500.0,88500.0,1866442.31,1.63
12,2034-10-01,4,Fee/NAV Update,0.0,-13275.0,0.0,0.0,1891971.15,1.64
12,2035-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,1917500.0,1.65
12,2035-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,1943028.85,1.66
12,2035-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,1968557.69,1.67
12,2035-10-01,4,Distribution,0.0,-13275.0,147500.0,88500.0,1994086.54,1.68
12,2036-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2019615.38,1.68
12,2036-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2045144.23,1.69
12,2036-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2070673.08,1.7
12,2036-10-01,4,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2096201.92,1.71
12,2037-01-01,1,Distribution,0.0,-13275.0,147500.0,88500.0,2121730.77,1.72
12,2037-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2147259.62,1.73
12,2037-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2172788.46,1.74
12,2037-10-01,4,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2198317.31,1.75
12,2038-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2223846.15,1.75
12,2038-04-01,2,Distribution,0.0,-13275.0,147500.0,88500.0,2249375.0,1.76
12,2038-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2274903.85,1.77
12,2038-10-01,4,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2300432.69,1.78
12,2039-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2325961.54,1.79
12,2039-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2351490.38,1.8
12,2039-07-01,3,Distribution,0.0,-13275.0,147500.0,88500.0,2377019.23,1.81
12,2039-10-01,4,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2402548.08,1.81
12,2040-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2428076.92,1.82
12,2040-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2453605.77,1.83
12,2040-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2479134.62,1.84
12,2040-10-01,4,Distribution,0.0,-13275.0,147500.0,88500.0,2504663.46,1.85
12,2041-01-01,1,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2530192.31,1.86
12,2041-04-01,2,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2555721.15,1.87
12,2041-07-01,3,Fee/NAV Update,0.0,-13275.0,0.0,0.0,2581250.0,1.87
13,2026-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,3561923.08,1.48
13,2026-04-01,2,Distribution,0.0,-64312.5,367500.0,220500.0,3649086.54,1.5
13,2026-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,3736250.0,1.51
13,2026-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,3823413.46,1.52
13,2027-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,3910576.92,1.53
13,2027-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,3997740.38,1.54
13,2027-07-01,3,Distribution,0.0,-64312.5,367500.0,220500.0,4084903.85,1.56
13,2027-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4172067.31,1.57
13,2028-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4259230.77,1.58
13,2028-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4346394.23,1.59
13,2028-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4433557.69,1.6
13,2028-10-01,4,Distribution,0.0,-64312.5,367500.0,220500.0,4520721.15,1.62
13,2029-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4607884.62,1.63
13,2029-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4695048.08,1.64
13,2029-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4782211.54,1.65
13,2029-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,4869375.0,1.66
13,2030-01-01,1,Distribution,0.0,-64312.5,367500.0,220500.0,4956538.46,1.67
13,2030-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5043701.92,1.69
13,2030-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5130865.38,1.7
13,2030-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5218028.85,1.71
13,2031-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5305192.31,1.72
13,2031-04-01,2,Distribution,0.0,-64312.5,367500.0,220500.0,5392355.77,1.73
13,2031-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5479519.23,1.75
13,2031-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5566682.69,1.76
13,2032-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5653846.15,1.77
13,2032-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5741009.62,1.78
13,2032-07-01,3,Distribution,0.0,-64312.5,367500.0,220500.0,5828173.08,1.79
13,2032-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,5915336.54,1.8
13,2033-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6002500.0,1.82
13,2033-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6089663.46,1.83
13,2033-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6176826.92,1.84
13,2033-10-01,4,Distribution,0.0,-64312.5,367500.0,220500.0,6263990.38,1.85
13,2034-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6351153.85,1.86
13,2034-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6438317.31,1.88
13,2034-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6525480.77,1.89
13,2034-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6612644.23,1.9
13,2035-01-01,1,Distribution,0.0,-64312.5,367500.0,220500.0,6699807.69,1.91
13,2035-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6786971.15,1.92
13,2035-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6874134.62,1.94
13,2035-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,6961298.08,1.95
13,2036-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7048461.54,1.96
13,2036-04-01,2,Distribution,0.0,-64312.5,367500.0,220500.0,7135625.0,1.97
13,2036-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7222788.46,1.98
13,2036-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7309951.92,1.99
13,2037-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7397115.38,2.01
13,2037-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7484278.85,2.02
13,2037-07-01,3,Distribution,0.0,-64312.5,367500.0,220500.0,7571442.31,2.03
13,2037-10-01,4,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7658605.77,2.04
13,2038-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7745769.23,2.05
13,2038-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7832932.69,2.07
13,2038-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,7920096.15,2.08
13,2038-10-01,4,Distribution,0.0,-64312.5,367500.0,220500.0,8007259.62,2.09
13,2039-01-01,1,Fee/NAV Update,0.0,-64312.5,0.0,0.0,8094423.08,2.1
13,2039-04-01,2,Fee/NAV Update,0.0,-64312.5,0.0,0.0,8181586.54,2.11
13,2039-07-01,3,Fee/NAV Update,0.0,-64312.5,0.0,0.0,8268750.0,2.12
14,2026-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,971025.64,1.69
14,2026-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,995705.13,1.71
14,2026-07-01,3,Distribution,0.0,-14000.0,70000.0,42000.0,1020384.62,1.73
14,2026-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1045064.1,1.75
14,2027-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1069743.59,1.76
14,2027-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1094423.08,1.78
14,2027-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1119102.56,1.8
14,2027-10-01,4,Distribution,0.0,-14000.0,70000.0,42000.0,1143782.05,1.82
14,2028-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1168461.54,1.83
14,2028-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1193141.03,1.85
14,2028-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1217820.51,1.87
14,2028-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1242500.0,1.89
14,2029-01-01,1,Distribution,0.0,-14000.0,70000.0,42000.0,1267179.49,1.91
14,2029-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1291858.97,1.92
14,2029-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1316538.46,1.94
14,2029-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1341217.95,1.96
14,2030-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1365897.44,1.98
14,2030-04-01,2,Distribution,0.0,-14000.0,70000.0,42000.0,1390576.92,1.99
14,2030-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1415256.41,2.01
14,2030-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1439935.9,2.03
14,2031-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1464615.38,2.05
14,2031-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1489294.87,2.06
14,2031-07-01,3,Distribution,0.0,-14000.0,70000.0,42000.0,1513974.36,2.08
14,2031-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1538653.85,2.1
14,2032-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1563333.33,2.12
14,2032-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1588012.82,2.13
14,2032-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1612692.31,2.15
14,2032-10-01,4,Distribution,0.0,-14000.0,70000.0,42000.0,1637371.79,2.17
14,2033-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1662051.28,2.19
14,2033-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1686730.77,2.2
14,2033-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1711410.26,2.22
14,2033-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1736089.74,2.24
14,2034-01-01,1,Distribution,0.0,-14000.0,70000.0,42000.0,1760769.23,2.26
14,2034-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1785448.72,2.28
14,2034-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1810128.21,2.29
14,2034-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1834807.69,2.31
14,2035-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1859487.18,2.33
14,2035-04-01,2,Distribution,0.0,-14000.0,70000.0,42000.0,1884166.67,2.35
14,2035-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1908846.15,2.36
14,2035-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1933525.64,2.38
14,2036-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1958205.13,2.4
14,2036-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,1982884.62,2.42
14,2036-07-01,3,Distribution,0.0,-14000.0,70000.0,42000.0,2007564.1,2.43
14,2036-10-01,4,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2032243.59,2.45
14,2037-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2056923.08,2.47
14,2037-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2081602.56,2.49
14,2037-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2106282.05,2.5
14,2037-10-01,4,Distribution,0.0,-14000.0,70000.0,42000.0,2130961.54,2.52
14,2038-01-01,1,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2155641.03,2.54
14,2038-04-01,2,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2180320.51,2.56
14,2038-07-01,3,Fee/NAV Update,0.0,-14000.0,0.0,0.0,2205000.0,2.58
15,2026-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3173076.92,1.51
15,2026-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3233173.08,1.52
15,2026-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3293269.23,1.53
15,2026-10-01,4,Distribution,0.0,-39062.5,312500.0,187500.0,3353365.38,1.54
15,2027-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3413461.54,1.55
15,2027-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3473557.69,1.56
15,2027-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3533653.85,1.57
15,2027-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3593750.0,1.57
15,2028-01-01,1,Distribution,0.0,-39062.5,312500.0,187500.0,3653846.15,1.58
15,2028-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3713942.31,1.59
15,2028-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3774038.46,1.6
15,2028-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3834134.62,1.61
15,2029-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,3894230.77,1.62
15,2029-04-01,2,Distribution,0.0,-39062.5,312500.0,187500.0,3954326.92,1.63
15,2029-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4014423.08,1.64
15,2029-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4074519.23,1.65
15,2030-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4134615.38,1.66
15,2030-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4194711.54,1.67
15,2030-07-01,3,Distribution,0.0,-39062.5,312500.0,187500.0,4254807.69,1.68
15,2030-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4314903.85,1.69
15,2031-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4375000.0,1.7
15,2031-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4435096.15,1.71
15,2031-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4495192.31,1.72
15,2031-10-01,4,Distribution,0.0,-39062.5,312500.0,187500.0,4555288.46,1.73
15,2032-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4615384.62,1.74
15,2032-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4675480.77,1.75
15,2032-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4735576.92,1.76
15,2032-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4795673.08,1.77
15,2033-01-01,1,Distribution,0.0,-39062.5,312500.0,187500.0,4855769.23,1.78
15,2033-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4915865.38,1.79
15,2033-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,4975961.54,1.8
15,2033-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5036057.69,1.81
15,2034-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5096153.85,1.82
15,2034-04-01,2,Distribution,0.0,-39062.5,312500.0,187500.0,5156250.0,1.82
15,2034-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5216346.15,1.83
15,2034-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5276442.31,1.84
15,2035-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5336538.46,1.85
15,2035-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5396634.62,1.86
15,2035-07-01,3,Distribution,0.0,-39062.5,312500.0,187500.0,5456730.77,1.87
15,2035-10-01,4,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5516826.92,1.88
15,2036-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5576923.08,1.89
15,2036-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5637019.23,1.9
15,2036-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5697115.38,1.91
15,2036-10-01,4,Distribution,0.0,-39062.5,312500.0,187500.0,5757211.54,1.92
15,2037-01-01,1,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5817307.69,1.93
15,2037-04-01,2,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5877403.85,1.94
15,2037-07-01,3,Fee/NAV Update,0.0,-39062.5,0.0,0.0,5937500.0,1.95
16,2026-01-01,1,Capital Call,-200000.0,-21000.0,0.0,0.0,631794.87,1.39
16,2026-04-01,2,Capital Call,-200000.0,-21000.0,0.0,0.0,672115.38,1.37
16,2026-07-01,3,Capital Call,-200000.0,-21000.0,0.0,0.0,717179.49,1.36
16,2026-10-01,4,Capital Call,-200000.0,-21000.0,0.0,0.0,766987.18,1.35
16,2027-01-01,1,Capital Call,-200000.0,-21000.0,0.0,0.0,821538.46,1.34
16,2027-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,850000.0,1.35
16,2027-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,878461.54,1.37
16,2027-10-01,4,Distribution,0.0,-21000.0,120000.0,72000.0,906923.08,1.38
16,2028-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,935384.62,1.39
16,2028-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,963846.15,1.4
16,2028-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,992307.69,1.41
16,2028-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1020769.23,1.43
16,2029-01-01,1,Distribution,0.0,-21000.0,120000.0,72000.0,1049230.77,1.44
16,2029-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1077692.31,1.45
16,2029-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1106153.85,1.46
16,2029-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1134615.38,1.47
16,2030-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1163076.92,1.48
16,2030-04-01,2,Distribution,0.0,-21000.0,120000.0,72000.0,1191538.46,1.5
16,2030-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1220000.0,1.51
16,2030-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1248461.54,1.52
16,2031-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1276923.08,1.53
16,2031-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1305384.62,1.54
16,2031-07-01,3,Distribution,0.0,-21000.0,120000.0,72000.0,1333846.15,1.56
16,2031-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1362307.69,1.57
16,2032-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1390769.23,1.58
16,2032-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1419230.77,1.59
16,2032-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1447692.31,1.6
16,2032-10-01,4,Distribution,0.0,-21000.0,120000.0,72000.0,1476153.85,1.62
16,2033-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1504615.38,1.63
16,2033-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1533076.92,1.64
16,2033-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1561538.46,1.65
16,2033-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1590000.0,1.66
16,2034-01-01,1,Distribution,0.0,-21000.0,120000.0,72000.0,1618461.54,1.67
16,2034-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1646923.08,1.69
16,2034-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1675384.62,1.7
16,2034-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1703846.15,1.71
16,2035-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1732307.69,1.72
16,2035-04-01,2,Distribution,0.0,-21000.0,120000.0,72000.0,1760769.23,1.73
16,2035-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1789230.77,1.75
16,2035-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1817692.31,1.76
16,2036-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1846153.85,1.77
16,2036-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1874615.38,1.78
16,2036-07-01,3,Distribution,0.0,-21000.0,120000.0,72000.0,1903076.92,1.79
16,2036-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1931538.46,1.8
16,2037-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1960000.0,1.82
16,2037-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,1988461.54,1.83
16,2037-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2016923.08,1.84
16,2037-10-01,4,Distribution,0.0,-21000.0,120000.0,72000.0,2045384.62,1.85
16,2038-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2073846.15,1.86
16,2038-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2102307.69,1.88
16,2038-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2130769.23,1.89
16,2038-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2159230.77,1.9
16,2039-01-01,1,Distribution,0.0,-21000.0,120000.0,72000.0,2187692.31,1.91
16,2039-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2216153.85,1.92
16,2039-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2244615.38,1.94
16,2039-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2273076.92,1.95
16,2040-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2301538.46,1.96
16,2040-04-01,2,Distribution,0.0,-21000.0,120000.0,72000.0,2330000.0,1.97
16,2040-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2358461.54,1.98
16,2040-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2386923.08,1.99
16,2041-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2415384.62,2.01
16,2041-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2443846.15,2.02
16,2041-07-01,3,Distribution,0.0,-21000.0,120000.0,72000.0,2472307.69,2.03
16,2041-10-01,4,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2500769.23,2.04
16,2042-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2529230.77,2.05
16,2042-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2557692.31,2.07
16,2042-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2586153.85,2.08
16,2042-10-01,4,Distribution,0.0,-21000.0,120000.0,72000.0,2614615.38,2.09
16,2043-01-01,1,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2643076.92,2.1
16,2043-04-01,2,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2671538.46,2.11
16,2043-07-01,3,Fee/NAV Update,0.0,-21000.0,0.0,0.0,2700000.0,2.12
17,2026-01-01,1,Distribution,0.0,-131250.0,875000.0,525000.0,7089743.59,1.41
17,2026-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,7269230.77,1.42
17,2026-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,7448717.95,1.43
17,2026-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,7628205.13,1.44
17,2027-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,7807692.31,1.45
17,2027-04-01,2,Distribution,0.0,-131250.0,875000.0,525000.0,7987179.49,1.46
17,2027-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,8166666.67,1.47
17,2027-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,8346153.85,1.48
17,2028-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,8525641.03,1.49
17,2028-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,8705128.21,1.5
17,2028-07-01,3,Distribution,0.0,-131250.0,875000.0,525000.0,8884615.38,1.51
17,2028-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,9064102.56,1.52
17,2029-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,9243589.74,1.53
17,2029-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,9423076.92,1.54
17,2029-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,9602564.1,1.55
17,2029-10-01,4,Distribution,0.0,-131250.0,875000.0,525000.0,9782051.28,1.56
17,2030-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,9961538.46,1.57
17,2030-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,10141025.64,1.58
17,2030-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,10320512.82,1.59
17,2030-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,10500000.0,1.6
17,2031-01-01,1,Distribution,0.0,-131250.0,875000.0,525000.0,10679487.18,1.61
17,2031-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,10858974.36,1.62
17,2031-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,11038461.54,1.63
17,2031-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,11217948.72,1.64
17,2032-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,11397435.9,1.65
17,2032-04-01,2,Distribution,0.0,-131250.0,875000.0,525000.0,11576923.08,1.66
17,2032-07-01,3,Fee/NAV Update,0.0,-131250.0,0.0,0.0,11756410.26,1.67
17,2032-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,11935897.44,1.68
17,2033-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,12115384.62,1.69
17,2033-04-01,2,Fee/NAV Update,0.0,-131250.0,0.0,0.0,12294871.79,1.7
17,2033-07-01,3,Distribution,0.0,-131250.0,875000.0,525000.0,12474358.97,1.71
17,2033-10-01,4,Fee/NAV Update,0.0,-131250.0,0.0,0.0,12653846.15,1.72
17,2034-01-01,1,Fee/NAV Update,0.0,-131250.0,0.0,0.0,12833333.33,1.73
