Fund_ID,Transaction_Date,Reporting_Quarter,Transaction_Type,Investment_MM_USD,Fees_MM_USD,Return_of_Cost_MM_USD,Profit_MM_USD,Quarterly_NAV_USD,MOIC
18,2033-06-30,2,Distribution,0.0,0.0,0.0,0.0413,461243.14,1.23
18,2033-09-30,3,Distribution,0.0,0.0,0.0,0.0323,432299.43,1.23
18,2033-12-30,4,Distribution,0.0,0.0,0.0,0.0198,413490.06,1.23
18,2034-03-30,1,Distribution,0.0,0.0,0.0,0.0132,397630.37,1.23
18,2034-06-30,2,Distribution,0.0,0.0,0.0,0.0074,387170.01,1.23
18,2034-09-30,3,Distribution,0.0,0.0,0.0,0.0042,384684.02,1.23
18,2034-12-30,4,Distribution,0.0,0.0,0.0,0.0027,379424.19,1.23
18,2035-03-30,1,NAV Update,0.0,0.0,0.0,0.0,376887.73,1.23
18,2035-06-30,2,NAV Update,0.0,0.0,0.0,0.0,375789.26,1.23
18,2035-09-30,3,NAV Update,0.0,0.0,0.0,0.0,375933.75,1.23
18,2035-12-30,4,NAV Update,0.0,0.0,0.0,0.0,372608.48,1.23
18,2036-03-30,1,NAV Update,0.0,0.0,0.0,0.0,370518.55,1.23
18,2036-06-30,2,NAV Update,0.0,0.0,0.0,0.0,370940.04,1.23
18,2036-09-30,3,NAV Update,0.0,0.0,0.0,0.0,371243.51,1.23
18,2036-12-30,4,NAV Update,0.0,0.0,0.0,0.0,368805.88,1.23
18,2037-03-30,1,NAV Update,0.0,0.0,0.0,0.0,371538.93,1.23
18,2037-06-30,2,NAV Update,0.0,0.0,0.0,0.0,368681.01,1.23
18,2037-09-30,3,NAV Update,0.0,0.0,0.0,0.0,367480.63,1.23
18,2037-12-30,4,NAV Update,0.0,0.0,0.0,0.0,365321.7,1.23
19,2025-03-30,1,Capital Call,-0.0259,-0.0045,0.0,0.0,21350.67,2.44
19,2025-06-30,2,Capital Call,-0.0232,-0.0045,0.0,0.0,39848.45,2.44
19,2025-09-30,3,Capital Call,-0.0212,-0.0045,0.0,0.0,56087.5,2.44
19,2025-12-30,4,Capital Call,-0.0243,-0.0045,0.0,0.0,75026.23,2.44
19,2026-03-30,1,Capital Call,-0.0209,-0.0045,0.0,0.0,90497.16,2.44
19,2026-06-30,2,Capital Call,-0.0255,-0.0045,0.0,0.0,110847.65,2.44
19,2026-09-30,3,Capital Call,-0.0235,-0.0045,0.0,0.0,128987.99,2.44
19,2026-12-30,4,Capital Call,-0.0234,-0.0045,0.0,0.0,146913.48,2.44
19,2027-03-30,1,Capital Call,-0.0258,-0.0045,0.0,0.0,168524.02,2.44
19,2027-06-30,2,Capital Call,-0.023,-0.0045,0.0,0.0,191577.16,2.44
19,2027-09-30,3,Capital Call,-0.022,-0.0045,0.0,0.0,214076.61,2.44
19,2027-12-30,4,Capital Call,-0.023,-0.0045,0.0,0.0,238796.72,2.44
19,2028-03-30,1,Capital Call,-0.0212,-0.0045,0.0,0.0,256014.53,2.44
19,2028-06-30,2,Capital Call,-0.0229,-0.0045,0.0,0.0,277768.3,2.44
19,2028-09-30,3,Capital Call,-0.0264,-0.0045,0.0,0.0,302366.21,2.44
19,2028-12-30,4,Capital Call,-0.0221,-0.0045,0.0,0.0,323296.08,2.44
19,2029-03-30,1,Capital Call,-0.0212,-0.0045,0.0,0.0,,2.44
19,2029-03-30,1,Distribution,0.0,0.0,0.0018,0.0,342663.28,2.44
19,2029-06-30,2,Capital Call,-0.0249,-0.0045,0.0,0.0,,2.44
19,2029-06-30,2,Distribution,0.0,0.0,0.0034,0.0,366919.89,2.44
19,2029-09-30,3,Capital Call,-0.0209,-0.0045,0.0,0.0,,2.44
19,2029-09-30,3,Distribution,0.0,0.0,0.0053,0.0,385296.35,2.44
19,2029-12-30,4,Capital Call,-0.0235,-0.0045,0.0,0.0,,2.44
19,2029-12-30,4,Distribution,0.0,0.0,0.0082,0.0,405445.13,2.44
19,2030-03-30,1,Capital Call,-0.0274,-0.0023,0.0,0.0,,2.44
19,2030-03-30,1,Distribution,0.0,0.0,0.0144,0.0,429737.69,2.44
19,2030-06-30,2,Capital Call,-0.0274,-0.0023,0.0,0.0,,2.44
19,2030-06-30,2,Distribution,0.0,0.0,0.0219,0.0,462694.57,2.44
19,2030-09-30,3,Capital Call,-0.0273,-0.0023,0.0,0.0,,2.44
19,2030-09-30,3,Distribution,0.0,0.0,0.0332,0.0,480433.38,2.44
19,2030-12-30,4,Capital Call,-0.0239,-0.0023,0.0,0.0,,2.44
19,2030-12-30,4,Distribution,0.0,0.0,0.0453,0.0,486042.92,2.44
19,2031-03-30,1,Capital Call,-0.0272,-0.0023,0.0,0.0,,2.44
19,2031-03-30,1,Distribution,0.0,0.0,0.0552,0.0,475134.07,2.44
19,2031-06-30,2,Capital Call,-0.0281,-0.0023,0.0,0.0,,2.44
19,2031-06-30,2,Distribution,0.0,0.0,0.0807,0.0,456099.1,2.44
19,2031-09-30,3,Capital Call,-0.0273,-0.0023,0.0,0.0,,2.44
19,2031-09-30,3,Distribution,0.0,0.0,0.0981,0.0,411698.51,2.44
19,2031-12-30,4,Capital Call,-0.0281,-0.0023,0.0,0.0,,2.44
19,2031-12-30,4,Distribution,0.0,0.0,0.1179,0.0,345021.29,2.44
19,2032-03-30,1,Capital Call,-0.0239,-0.0023,0.0,0.0,,2.44
19,2032-03-30,1,Distribution,0.0,0.0,0.1341,0.0,255338.56,2.44
19,2032-06-30,2,Capital Call,-0.0246,-0.0023,0.0,0.0,,2.44
19,2032-06-30,2,Distribution,0.0,0.0,0.1418,0.0,147503.55,2.44
19,2032-09-30,3,Capital Call,-0.0244,-0.0023,0.0,0.0,,2.44
19,2032-09-30,3,Distribution,0.0,0.0,0.1388,0.0145,23948.07,2.44
19,2032-12-30,4,Capital Call,-0.0282,-0.0023,0.0,0.0,,2.44
19,2032-12-30,4,Distribution,0.0,0.0,0.0,0.169,1000.0,2.44
19,2033-03-30,1,Distribution,0.0,0.0,0.0,0.1754,1000.0,2.44
19,2033-06-30,2,Distribution,0.0,0.0,0.0,0.1677,1000.0,2.44
19,2033-09-30,3,Distribution,0.0,0.0,0.0,0.1566,1000.0,2.44
19,2033-12-30,4,Distribution,0.0,0.0,0.0,0.1385,1000.0,2.44
19,2034-03-30,1,Distribution,0.0,0.0,0.0,0.1089,1000.0,2.44
19,2034-06-30,2,Distribution,0.0,0.0,0.0,0.098,1000.0,2.44
19,2034-09-30,3,Distribution,0.0,0.0,0.0,0.0817,1000.0,2.44
19,2034-12-30,4,Distribution,0.0,0.0,0.0,0.0554,1000.0,2.44
19,2035-03-30,1,Distribution,0.0,0.0,0.0,0.0427,1000.0,2.44
19,2035-06-30,2,Distribution,0.0,0.0,0.0,0.0298,1000.0,2.44
19,2035-09-30,3,Distribution,0.0,0.0,0.0,0.0204,1000.0,2.44
19,2035-12-30,4,Distribution,0.0,0.0,0.0,0.0147,1000.0,2.44
19,2036-03-30,1,Distribution,0.0,0.0,0.0,0.0098,1000.0,2.44
19,2036-06-30,2,Distribution,0.0,0.0,0.0,0.0061,1000.0,2.44
19,2036-09-30,3,Distribution,0.0,0.0,0.0,0.0031,1000.0,2.44
19,2036-12-30,4,Distribution,0.0,0.0,0.0,0.0017,1000.0,2.44
19,2037-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1006.13,2.44
19,2037-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.93,2.44
19,2037-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,2.44
19,2037-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1005.67,2.44
19,2038-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1008.78,2.44
19,2038-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1014.11,2.44
19,2038-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1004.76,2.44
19,2038-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1006.04,2.44
19,2039-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1007.78,2.44
19,2039-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1012.96,2.44
19,2039-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1010.71,2.44
19,2039-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1019.37,2.44
2,2024-03-30,1,Capital Call,-0.0462,-0.008,0.0,0.0,38246.94,2.27
2,2024-06-30,2,Capital Call,-0.0436,-0.008,0.0,0.0,73400.36,2.27
2,2024-09-30,3,Capital Call,-0.0423,-0.008,0.0,0.0,106331.36,2.27
2,2024-12-30,4,Capital Call,-0.046,-0.008,0.0,0.0,143186.67,2.27
2,2025-03-30,1,Capital Call,-0.0404,-0.008,0.0,0.0,174272.44,2.27
2,2025-06-30,2,Capital Call,-0.046,-0.008,0.0,0.0,210796.76,2.27
2,2025-09-30,3,Capital Call,-0.0434,-0.008,0.0,0.0,242512.2,2.27
2,2025-12-30,4,Capital Call,-0.046,-0.008,0.0,0.0,275680.96,2.27
2,2026-03-30,1,Capital Call,-0.038,-0.008,0.0,0.0,305737.53,2.27
2,2026-06-30,2,Capital Call,-0.0386,-0.008,0.0,0.0,342691.77,2.27
2,2026-09-30,3,Capital Call,-0.0435,-0.008,0.0,0.0,385533.12,2.27
2,2026-12-30,4,Capital Call,-0.0394,-0.008,0.0,0.0,425539.52,2.27
2,2027-03-30,1,Capital Call,-0.0435,-0.008,0.0,0.0,469431.06,2.27
2,2027-06-30,2,Capital Call,-0.0427,-0.008,0.0,0.0,509292.66,2.27
2,2027-09-30,3,Capital Call,-0.0397,-0.008,0.0,0.0,555811.1,2.27
2,2027-12-30,4,Capital Call,-0.0409,-0.008,0.0,0.0,599265.89,2.27
2,2028-03-30,1,Capital Call,-0.0449,-0.008,0.0,0.0,,2.27
2,2028-03-30,1,Distribution,0.0,0.0,0.0031,0.0,643465.11,2.27
2,2028-06-30,2,Capital Call,-0.0419,-0.008,0.0,0.0,,2.27
2,2028-06-30,2,Distribution,0.0,0.0,0.0051,0.0,686199.4,2.27
2,2028-09-30,3,Capital Call,-0.0398,-0.008,0.0,0.0,,2.27
2,2028-09-30,3,Distribution,0.0,0.0,0.0084,0.0,722931.52,2.27
2,2028-12-30,4,Capital Call,-0.0388,-0.008,0.0,0.0,,2.27
2,2028-12-30,4,Distribution,0.0,0.0,0.0164,0.0,758024.8,2.27
2,2029-03-30,1,Capital Call,-0.0501,-0.004,0.0,0.0,,2.27
2,2029-03-30,1,Distribution,0.0,0.0,0.023,0.0,804533.53,2.27
2,2029-06-30,2,Capital Call,-0.0503,-0.004,0.0,0.0,,2.27
2,2029-06-30,2,Distribution,0.0,0.0,0.0351,0.0,878746.81,2.27
2,2029-09-30,3,Capital Call,-0.0506,-0.004,0.0,0.0,,2.27
2,2029-09-30,3,Distribution,0.0,0.0,0.0554,0.0,909245.61,2.27
2,2029-12-30,4,Capital Call,-0.0449,-0.004,0.0,0.0,,2.27
2,2029-12-30,4,Distribution,0.0,0.0,0.0776,0.0,914144.66,2.27
2,2030-03-30,1,Capital Call,-0.0427,-0.004,0.0,0.0,,2.27
2,2030-03-30,1,Distribution,0.0,0.0,0.099,0.0,924048.91,2.27
2,2030-06-30,2,Capital Call,-0.048,-0.004,0.0,0.0,,2.27
2,2030-06-30,2,Distribution,0.0,0.0,0.129,0.0,871195.43,2.27
2,2030-09-30,3,Capital Call,-0.0472,-0.004,0.0,0.0,,2.27
2,2030-09-30,3,Distribution,0.0,0.0,0.1749,0.0,771658.35,2.27
2,2030-12-30,4,Capital Call,-0.0462,-0.004,0.0,0.0,,2.27
2,2030-12-30,4,Distribution,0.0,0.0,0.2066,0.0,658943.53,2.27
2,2031-03-30,1,Capital Call,-0.048,-0.004,0.0,0.0,,2.27
2,2031-03-30,1,Distribution,0.0,0.0,0.2322,0.0,502301.73,2.27
2,2031-06-30,2,Capital Call,-0.0439,-0.004,0.0,0.0,,2.27
2,2031-06-30,2,Distribution,0.0,0.0,0.2652,0.0,312469.08,2.27
2,2031-09-30,3,Capital Call,-0.0497,-0.004,0.0,0.0,,2.27
2,2031-09-30,3,Distribution,0.0,0.0,0.2689,0.0225,84095.76,2.27
2,2031-12-30,4,Capital Call,-0.046,-0.004,0.0,0.0,,2.27
2,2031-12-30,4,Distribution,0.0,0.0,0.0,0.2961,1000.0,2.27
2,2032-03-30,1,Distribution,0.0,0.0,0.0,0.296,1000.0,2.27
2,2032-06-30,2,Distribution,0.0,0.0,0.0,0.2625,1000.0,2.27
2,2032-09-30,3,Distribution,0.0,0.0,0.0,0.2266,1000.0,2.27
2,2032-12-30,4,Distribution,0.0,0.0,0.0,0.2137,1000.0,2.27
2,2033-03-30,1,Distribution,0.0,0.0,0.0,0.1744,1000.0,2.27
2,2033-06-30,2,Distribution,0.0,0.0,0.0,0.1474,1000.0,2.27
2,2033-09-30,3,Distribution,0.0,0.0,0.0,0.12,1000.0,2.27
2,2033-12-30,4,Distribution,0.0,0.0,0.0,0.0891,1000.0,2.27
2,2034-03-30,1,Distribution,0.0,0.0,0.0,0.0745,1000.0,2.27
2,2034-06-30,2,Distribution,0.0,0.0,0.0,0.052,1000.0,2.27
2,2034-09-30,3,Distribution,0.0,0.0,0.0,0.034,1000.0,2.27
2,2034-12-30,4,Distribution,0.0,0.0,0.0,0.0213,1000.0,2.27
2,2035-03-30,1,Distribution,0.0,0.0,0.0,0.0156,1000.0,2.27
2,2035-06-30,2,Distribution,0.0,0.0,0.0,0.0086,1000.0,2.27
2,2035-09-30,3,Distribution,0.0,0.0,0.0,0.0057,1000.0,2.27
2,2035-12-30,4,Distribution,0.0,0.0,0.0,0.0034,1000.0,2.27
2,2036-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,2.27
2,2036-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1005.16,2.27
2,2036-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,2.27
2,2036-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1004.07,2.27
2,2037-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1003.9,2.27
2,2037-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1002.58,2.27
2,2037-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1005.29,2.27
2,2037-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1007.82,2.27
2,2038-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1011.01,2.27
2,2038-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1013.89,2.27
2,2038-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1022.82,2.27
2,2038-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1025.75,2.27
20,2021-03-30,1,Capital Call,-0.0808,-0.016,0.0,0.0,64838.11,1.68
20,2021-06-30,2,Capital Call,-0.0939,-0.016,0.0,0.0,142085.66,1.68
20,2021-09-30,3,Capital Call,-0.0901,-0.016,0.0,0.0,214596.42,1.68
20,2021-12-30,4,Capital Call,-0.0751,-0.016,0.0,0.0,271543.55,1.68
20,2022-03-30,1,Capital Call,-0.0876,-0.016,0.0,0.0,341498.97,1.68
20,2022-06-30,2,Capital Call,-0.0773,-0.016,0.0,0.0,399555.17,1.68
20,2022-09-30,3,Capital Call,-0.0879,-0.016,0.0,0.0,465156.68,1.68
20,2022-12-30,4,Capital Call,-0.0771,-0.016,0.0,0.0,521159.21,1.68
20,2023-03-30,1,Capital Call,-0.0776,-0.016,0.0,0.0,589862.85,1.68
20,2023-06-30,2,Capital Call,-0.0874,-0.016,0.0,0.0,664221.55,1.68
20,2023-09-30,3,Capital Call,-0.0744,-0.016,0.0,0.0,734753.68,1.68
20,2023-12-30,4,Capital Call,-0.088,-0.016,0.0,0.0,824442.52,1.68
20,2024-03-30,1,Capital Call,-0.0932,-0.016,0.0,0.0,913743.02,1.68
20,2024-06-30,2,Capital Call,-0.082,-0.016,0.0,0.0,995477.24,1.68
20,2024-09-30,3,Capital Call,-0.0795,-0.016,0.0,0.0,1076434.08,1.68
20,2024-12-30,4,Capital Call,-0.0859,-0.016,0.0,0.0,1147969.78,1.68
20,2025-03-30,1,Capital Call,-0.0746,-0.016,0.0,0.0,,1.68
20,2025-03-30,1,Distribution,0.0,0.0,0.0045,0.0,1204970.96,1.68
20,2025-06-30,2,Capital Call,-0.0861,-0.016,0.0,0.0,,1.68
20,2025-06-30,2,Distribution,0.0,0.0,0.0087,0.0,1298309.4,1.68
20,2025-09-30,3,Capital Call,-0.0872,-0.016,0.0,0.0,,1.68
20,2025-09-30,3,Distribution,0.0,0.0,0.0129,0.0,1390211.62,1.68
20,2025-12-30,4,Capital Call,-0.0917,-0.016,0.0,0.0,,1.68
20,2025-12-30,4,Distribution,0.0,0.0,0.0209,0.0,1475773.46,1.68
20,2026-03-30,1,Capital Call,-0.0877,-0.008,0.0,0.0,,1.68
20,2026-03-30,1,Distribution,0.0,0.0,0.037,0.0,1636345.16,1.68
20,2026-06-30,2,Capital Call,-0.0826,-0.008,0.0,0.0,,1.68
20,2026-06-30,2,Distribution,0.0,0.0,0.0569,0.0,1754086.36,1.68
20,2026-09-30,3,Capital Call,-0.1015,-0.008,0.0,0.0,,1.68
20,2026-09-30,3,Distribution,0.0,0.0,0.0761,0.0,1898379.94,1.68
20,2026-12-30,4,Capital Call,-0.0832,-0.008,0.0,0.0,,1.68
20,2026-12-30,4,Distribution,0.0,0.0,0.1038,0.0,1933091.76,1.68
20,2027-03-30,1,Capital Call,-0.1015,-0.008,0.0,0.0,,1.68
20,2027-03-30,1,Distribution,0.0,0.0,0.1541,0.0,2012896.2,1.68
20,2027-06-30,2,Capital Call,-0.1008,-0.008,0.0,0.0,,1.68
20,2027-06-30,2,Distribution,0.0,0.0,0.1727,0.0,2032122.01,1.68
20,2027-09-30,3,Capital Call,-0.0834,-0.008,0.0,0.0,,1.68
20,2027-09-30,3,Distribution,0.0,0.0,0.2222,0.0,1969621.5,1.68
20,2027-12-30,4,Capital Call,-0.0914,-0.008,0.0,0.0,,1.68
20,2027-12-30,4,Distribution,0.0,0.0,0.2712,0.0,1850790.9,1.68
20,2028-03-30,1,Capital Call,-0.0853,-0.008,0.0,0.0,,1.68
20,2028-03-30,1,Distribution,0.0,0.0,0.3071,0.0,1766633.31,1.68
20,2028-06-30,2,Capital Call,-0.0972,-0.008,0.0,0.0,,1.68
20,2028-06-30,2,Distribution,0.0,0.0,0.4043,0.0,1543393.65,1.68
20,2028-09-30,3,Capital Call,-0.0876,-0.008,0.0,0.0,,1.68
20,2028-09-30,3,Distribution,0.0,0.0,0.4222,0.0,1272224.93,1.68
20,2028-12-30,4,Capital Call,-0.088,-0.008,0.0,0.0,,1.68
20,2028-12-30,4,Distribution,0.0,0.0,0.3915,0.0,1007104.96,1.68
20,2029-03-30,1,Distribution,0.0,0.0,0.4017,0.0,669573.36,1.68
20,2029-06-30,2,Distribution,0.0,0.0,0.132,0.2433,341370.78,1.68
20,2029-09-30,3,Distribution,0.0,0.0,0.0,0.358,8321.81,1.68
20,2029-12-30,4,Distribution,0.0,0.0,0.0,0.3028,1000.0,1.68
20,2030-03-30,1,Distribution,0.0,0.0,0.0,0.288,1000.0,1.68
20,2030-06-30,2,Distribution,0.0,0.0,0.0,0.2396,1000.0,1.68
20,2030-09-30,3,Distribution,0.0,0.0,0.0,0.193,1000.0,1.68
20,2030-12-30,4,Distribution,0.0,0.0,0.0,0.1328,1000.0,1.68
20,2031-03-30,1,Distribution,0.0,0.0,0.0,0.1143,1000.0,1.68
20,2031-06-30,2,Distribution,0.0,0.0,0.0,0.076,1000.0,1.68
20,2031-09-30,3,Distribution,0.0,0.0,0.0,0.0545,1000.0,1.68
20,2031-12-30,4,Distribution,0.0,0.0,0.0,0.0336,1000.0,1.68
20,2032-03-30,1,Distribution,0.0,0.0,0.0,0.0244,1000.0,1.68
20,2032-06-30,2,Distribution,0.0,0.0,0.0,0.0128,1000.0,1.68
20,2032-09-30,3,Distribution,0.0,0.0,0.0,0.0081,1000.0,1.68
20,2032-12-30,4,Distribution,0.0,0.0,0.0,0.0045,1000.0,1.68
20,2033-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.68
20,2033-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.68
20,2033-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1001.35,1.68
20,2033-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1004.25,1.68
20,2034-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1001.69,1.68
20,2034-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1003.11,1.68
20,2034-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.68
20,2034-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.68
20,2035-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1001.43,1.68
20,2035-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1007.39,1.68
20,2035-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1008.53,1.68
20,2035-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1001.98,1.68
21,2019-03-30,1,Capital Call,-0.4166,-0.085,0.0,0.0,331553.58,1.9
21,2019-06-30,2,Capital Call,-0.4197,-0.085,0.0,0.0,659578.08,1.9
21,2019-09-30,3,Capital Call,-0.4856,-0.085,0.0,0.0,1053226.69,1.9
21,2019-12-30,4,Capital Call,-0.4728,-0.085,0.0,0.0,1427243.67,1.9
21,2020-03-30,1,Capital Call,-0.4304,-0.085,0.0,0.0,1754548.26,1.9
21,2020-06-30,2,Capital Call,-0.491,-0.085,0.0,0.0,2133081.62,1.9
21,2020-09-30,3,Capital Call,-0.4152,-0.085,0.0,0.0,2449662.69,1.9
21,2020-12-30,4,Capital Call,-0.4429,-0.085,0.0,0.0,2786474.08,1.9
21,2021-03-30,1,Capital Call,-0.4095,-0.085,0.0,0.0,3146958.15,1.9
21,2021-06-30,2,Capital Call,-0.4565,-0.085,0.0,0.0,3591147.62,1.9
21,2021-09-30,3,Capital Call,-0.4354,-0.085,0.0,0.0,3959937.02,1.9
21,2021-12-30,4,Capital Call,-0.3964,-0.085,0.0,0.0,4311739.03,1.9
21,2022-03-30,1,Capital Call,-0.4474,-0.085,0.0,0.0,4791902.06,1.9
21,2022-06-30,2,Capital Call,-0.4473,-0.085,0.0,0.0,5161421.84,1.9
21,2022-09-30,3,Capital Call,-0.3968,-0.085,0.0,0.0,5541104.93,1.9
21,2022-12-30,4,Capital Call,-0.4823,-0.085,0.0,0.0,5942543.97,1.9
21,2023-03-30,1,Capital Call,-0.4408,-0.085,0.0,0.0,,1.9
21,2023-03-30,1,Distribution,0.0,0.0,0.0263,0.0,6280896.95,1.9
21,2023-06-30,2,Capital Call,-0.4701,-0.085,0.0,0.0,,1.9
21,2023-06-30,2,Distribution,0.0,0.0,0.045,0.0,6735682.28,1.9
21,2023-09-30,3,Capital Call,-0.423,-0.085,0.0,0.0,,1.9
21,2023-09-30,3,Distribution,0.0,0.0,0.077,0.0,7073437.9,1.9
21,2023-12-30,4,Capital Call,-0.4783,-0.085,0.0,0.0,,1.9
21,2023-12-30,4,Distribution,0.0,0.0,0.1311,0.0,7494915.36,1.9
21,2024-03-30,1,Capital Call,-0.449,-0.0425,0.0,0.0,,1.9
21,2024-03-30,1,Distribution,0.0,0.0,0.2215,0.0,7993480.91,1.9
21,2024-06-30,2,Capital Call,-0.5076,-0.0425,0.0,0.0,,1.9
21,2024-06-30,2,Distribution,0.0,0.0,0.3214,0.0,8748372.82,1.9
21,2024-09-30,3,Capital Call,-0.4768,-0.0425,0.0,0.0,,1.9
21,2024-09-30,3,Distribution,0.0,0.0,0.4213,0.0,9032177.12,1.9
21,2024-12-30,4,Capital Call,-0.5235,-0.0425,0.0,0.0,,1.9
21,2024-12-30,4,Distribution,0.0,0.0,0.6495,0.0,9484728.6,1.9
21,2025-03-30,1,Capital Call,-0.4605,-0.0425,0.0,0.0,,1.9
21,2025-03-30,1,Distribution,0.0,0.0,0.8451,0.0,9356456.85,1.9
21,2025-06-30,2,Capital Call,-0.5378,-0.0425,0.0,0.0,,1.9
21,2025-06-30,2,Distribution,0.0,0.0,1.1717,0.0,9397316.57,1.9
21,2025-09-30,3,Capital Call,-0.4638,-0.0425,0.0,0.0,,1.9
21,2025-09-30,3,Distribution,0.0,0.0,1.451,0.0,8968392.13,1.9
21,2025-12-30,4,Capital Call,-0.4694,-0.0425,0.0,0.0,,1.9
21,2025-12-30,4,Distribution,0.0,0.0,1.8309,0.0,8258143.43,1.9
21,2026-03-30,1,Capital Call,-0.5296,-0.0425,0.0,0.0,,1.9
21,2026-03-30,1,Distribution,0.0,0.0,2.0835,0.0,7024100.42,1.9
21,2026-06-30,2,Capital Call,-0.4655,-0.0425,0.0,0.0,,1.9
21,2026-06-30,2,Distribution,0.0,0.0,2.4311,0.0,5230365.94,1.9
21,2026-09-30,3,Capital Call,-0.5117,-0.0425,0.0,0.0,,1.9
21,2026-09-30,3,Distribution,0.0,0.0,2.4969,0.0,3522383.19,1.9
21,2026-12-30,4,Capital Call,-0.5408,-0.0425,0.0,0.0,,1.9
21,2026-12-30,4,Distribution,0.0,0.0,2.3959,0.0,1790358.69,1.9
21,2027-03-30,1,Distribution,0.0,0.0,0.4008,2.0603,1000.0,1.9
21,2027-06-30,2,Distribution,0.0,0.0,0.0,2.5585,1000.0,1.9
21,2027-09-30,3,Distribution,0.0,0.0,0.0,2.1682,1000.0,1.9
21,2027-12-30,4,Distribution,0.0,0.0,0.0,1.8263,1000.0,1.9
21,2028-03-30,1,Distribution,0.0,0.0,0.0,1.5921,1000.0,1.9
21,2028-06-30,2,Distribution,0.0,0.0,0.0,1.4198,1000.0,1.9
21,2028-09-30,3,Distribution,0.0,0.0,0.0,1.1703,1000.0,1.9
21,2028-12-30,4,Distribution,0.0,0.0,0.0,0.8857,1000.0,1.9
21,2029-03-30,1,Distribution,0.0,0.0,0.0,0.6795,1000.0,1.9
21,2029-06-30,2,Distribution,0.0,0.0,0.0,0.4348,1000.0,1.9
21,2029-09-30,3,Distribution,0.0,0.0,0.0,0.311,1000.0,1.9
21,2029-12-30,4,Distribution,0.0,0.0,0.0,0.2273,1000.0,1.9
21,2030-03-30,1,Distribution,0.0,0.0,0.0,0.1279,1000.0,1.9
21,2030-06-30,2,Distribution,0.0,0.0,0.0,0.0797,1000.0,1.9
21,2030-09-30,3,Distribution,0.0,0.0,0.0,0.045,1000.0,1.9
21,2030-12-30,4,Distribution,0.0,0.0,0.0,0.0266,1000.0,1.9
21,2031-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
21,2031-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.93,1.9
21,2031-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1005.6,1.9
21,2031-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1012.05,1.9
21,2032-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1020.12,1.9
21,2032-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1010.14,1.9
21,2032-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1002.15,1.9
21,2032-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
21,2033-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
21,2033-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
21,2033-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
21,2033-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
22,2024-03-30,1,Capital Call,-0.1271,-0.0225,0.0,0.0,104589.57,1.98
22,2024-06-30,2,Capital Call,-0.1313,-0.0225,0.0,0.0,211878.96,1.98
22,2024-09-30,3,Capital Call,-0.1055,-0.0225,0.0,0.0,292819.3,1.98
